,company/brand,stage,amount,headquarter,what_it_does,year_collected,investor,sector,founded,founders
183,Pandorum Technologies,Series A,3600000.0,Bangalore,Bengaluru based biotech startup.,2018,Undisclosed,Healthcare,2018.0,
184,Shirsa Labs,Seed funding,500000.0,Mumbai,Shirsa Labs is a cognitive skill assessment and training portal that provides children with fun educational games.,2018,Undisclosed,Gaming,2018.0,
185,PetSutra,Seed funding,138868.0,Gurugram,Gurugram-based Online petcare platform.,2018,Undisclosed,Healthcare,2018.0,
186,Awaaz De,Seed funding,567354.0,Ahmedabad,Awwaz.De develops inclusive mobile solutions that enable organizations to achieve last-mile connectivity for social impact.,2018,Undisclosed,IT & Technology,2018.0,
187,PinkBlue,Seed funding,300000.0,Bangalore,PinkBlue.in - Super-efficient supply-chain for clinical supplies,2018,Undisclosed,Automotive,2018.0,
188,Eduvanz,Seed funding,500000.0,Mumbai,"Eduvanz is new, innovative finance company, which is completely revolutionizing the student loan market.",2018,Undisclosed,Finance,2018.0,
189,Rupeek,Series A,6830000.0,Bangalore,Rupeek is an asset backed online lending platform currently operating in the space of Gold loans.,2018,Undisclosed,Finance,2018.0,
190,Backpacker Panda Holidays Private Limited,Series A,1400000.0,Pune,Backpacker Panda is creating an ecosystem for youth accommodation and travel.,2018,Undisclosed,Logistics,2018.0,
191,Shape (School Health and Physical Education),Seed funding,200000.0,Pune,Physical education start up,2018,Undisclosed,Education,2018.0,
192,Placio,Seed funding,2000000.0,Noida,Placio is a student housing and a complete broker-free platform.,2018,Undisclosed,Hospitality,2018.0,
193,Aviom India Housing Finance,Series A,2192661.0,Delhi,Delhi based housing finance company.,2018,Undisclosed,Finance,2018.0,
194,GenRobotic,Seed funding,567354.0,Trivandrum,A Robotic Company.,2018,Undisclosed,Marketing,2018.0,
195,HeyHolidays,Seed funding,1000000.0,Bangalore,"HeyHolidays, a global player in online vacation rentals.",2018,Undisclosed,Logistics,2018.0,
196,Pratilipi,Series A,4300000.0,Bangalore,Amazon's Kindle Direct Publishing for Indian Languages,2018,Undisclosed,Media/Entertainment,2018.0,
197,SectorQube,Seed funding,567354.0,Ernakulam,SectorQube develops smart kitchen devices that make food automatically.,2018,Undisclosed,Consumer Services,2018.0,
198,Food Memories,Seed funding,567354.0,Ahmedabad,Iconic Indian Delicacies from the most renowned vendors of India Delivered Globally.,2018,Undisclosed,Consumables,2018.0,
199,ZAMROO,Seed funding,567354.0,India,Zamroo is a growing mobile marketplace that allows users to buy and sell locally.,2018,Undisclosed,E-Commerce,2018.0,
200,Silversparro Technologies Pvt. Ltd,Seed funding,300000.0,Gurugram,Silversparro is a deep learning technology solution provider.,2018,Undisclosed,IT & Technology,2018.0,
201,Creator’s Gurukul,Seed funding,567354.0,Gurugram,A coworking space provider.,2018,Undisclosed,Other,2018.0,
202,Emflux Motors,Seed funding,364846.0,Bangalore,Emflux Motors is committed to bring clean and sustainable energy into a state of universal acceptance through technological innovation.,2018,Undisclosed,Energy,2018.0,
203,Tricog Health Services Pvt Ltd,Series A,4000000.0,Bangalore,Predictive Healthcare Analytics Company,2018,Undisclosed,Automotive,2018.0,
204,Scapic,Seed funding,500000.0,Bangalore,Virtual/Augmented Reality Start Up .,2018,Undisclosed,IT & Technology,2018.0,
205,6Degree,Seed funding,400000.0,Mumbai,A fashion enterprise that provides a launchpad to fashion talent and brands using a tech enabled platform,2018,Undisclosed,Consumer Services,2018.0,
206,Chrysalis (EZ Vidya),Seed funding,567354.0,Chennai,Chrysalis (EZ Vidya) is India’s leading educational research and innovation organization,2018,Undisclosed,Education,2018.0,
207,Ekincare,Series A,1500000.0,Hyderabad,EKincare empowers you to take charge of your health by enabling you to monitor critical medical info and make it available anywhere.,2018,Undisclosed,Healthcare,2018.0,
208,Streo,Seed funding,567354.0,Gurugram,"Live stream music from nightclubs, bars & festivals!",2018,Undisclosed,Media/Entertainment,2018.0,
209,Groww,Seed funding,120000.0,Kormangala,Groww offers a new way of investing money.,2018,Undisclosed,Finance,2018.0,
210,Cell Propulsion,Seed funding,102324.0,Bangalore,Cell Propulsion is an electric mobility startup that designs autonomous electric vehicles.,2018,Undisclosed,Automotive,2018.0,
211,Chezuba,Seed funding,20464.0,Hyderabad,Chezuba is a web-based platform enabling skilled professionals to volunteer online with Non-profits worldwide,2018,Undisclosed,IT & Technology,2018.0,
212,Ontrack Technologies Pvt. Ltd,Seed funding,567354.0,Bangalore,Ontrack provides affordable independent transport to those dependent on cabs and autos for commute by renting bikes on a monthly basis.,2018,Undisclosed,Consumer Services,2018.0,
213,Wealthtrust,Seed funding,500000.0,Mumbai,Wealthtrust offers a wealth manager application that enables its users to invest and manage their investments online.,2018,Undisclosed,Finance,2018.0,
214,Faclon Labs,Seed funding,567354.0,Mumbai,Faclon is an IoT and data analytics based tech startup building products to make cities and villages smart.,2018,Undisclosed,IT & Technology,2018.0,
215,Awign Enterprises,Seed funding,730887.0,Bangalore,Operations and manpower outsourcing startup,2018,Undisclosed,Marketing,2018.0,
216,CollPoll,Seed funding,567354.0,Bangalore,World-class Enterprise System for Education.,2018,Undisclosed,Education,2018.0,
217,Zyla Health,Seed funding,567354.0,Delhi,Zyla is transforming the way healthcare is delivered in India with specific focus on high-risk chronic patients.,2018,Undisclosed,Hospitality,2018.0,
218,Hubhopper,Series A,500000.0,Delhi,Get your daily dose of interest as summaries from news and magazine stories .,2018,Undisclosed,Gaming,2018.0,
219,Rubix108 Technologies,Seed funding,1000000.0,Pune,Rubix Total App makes it effortless for Institutes to send home important information and updates about the day’s learning experiences.,2018,Undisclosed,IT & Technology,2018.0,
220,Workflexi,Seed funding,146177.0,Bangalore,"Be Smart, Work on Contract,Be Smart, Hire on Contract",2018,Undisclosed,Other,2018.0,
221,Streak,Seed funding,328899.0,Bangalore,Algorithmic trading platform.,2018,Undisclosed,Finance,2018.0,
222,Kuants,Seed funding,73088.0,Gurugram,Algorithmic trading platform.,2018,Undisclosed,Finance,2018.0,
223,NiYO Solutions,Series A,13200000.0,Bangalore,NiYO is a fintech company that helps salaried employees access company benefits and other financial services.,2018,Undisclosed,FinTech,2018.0,
224,Hippo Video,Seed funding,567354.0,Chennai,A video recording and sharing software.,2018,Undisclosed,Media/Entertainment,2018.0,
225,Satvacart,Seed funding,567354.0,Gurugram,Satvacart is a Gurgaon’s largest online supermarket,2018,Undisclosed,Consumables,2018.0,
226,Daaki,Seed funding,567354.0,Bangalore,Sports Nutrition startup,2018,Undisclosed,Automotive,2018.0,
227,Simulanis,Seed funding,500000.0,Delhi,A Delhi-based Augmented Reality and Virtual Reality technology development company.,2018,Undisclosed,Wellness/Beauty,2018.0,
228,MY CHIRAAG CAB,Seed funding,1000000.0,Jaipur,MY CHIRAAG CAB SERVICES PVT LTD,2018,Undisclosed,Logistics,2018.0,
229,WOTU,Seed funding,567354.0,Bangalore,It operates a business-to-business e-commerce portal for food and beverages.,2018,Undisclosed,Consumables,2018.0,
230,Flathalt,Seed funding,50000.0,Gurugram,FInd your Customized Home here.,2018,Undisclosed,Real Estate,2018.0,
231,True Elements,Seed funding,730887.0,Pune,True elements offers a range of high-quality snacks and supplements that are inspired by natural foods consumed by our ancestors.,2018,Undisclosed,Consumables,2018.0,
232,Trendlyne Technologies,Seed funding,200000.0,Bangalore,Trendlyne Technologies is a stock market analytics platform and marketplace for retail investors.,2018,Undisclosed,Finance,2018.0,
233,Planys Technologies,Series A,2049407.0,Chennai,Planys Technologies is India’s first and only manufacturer of compact ROVs providing underwater robotic inspection and survey solutions.,2018,Undisclosed,Energy,2018.0,
234,HealthPlix,Series A,3000000.0,Bangalore,HealthPlix is a healthtech startup,2018,Undisclosed,Automotive,2018.0,
235,dishq,Seed funding,400000.0,Bangalore,dishq leverages food science and machine learning (AI) to understand and predict people's tastes.,2018,Undisclosed,IT & Technology,2018.0,
236,Entropik Technology,Seed funding,1100000.0,Bangalore,The boundaries between Human and Machines are shrinking fast.,2018,Undisclosed,IT & Technology,2018.0,
237,myHQ,Series A,500000.0,Delhi,myHQ turns your everyday coffee space into a perfect work zone. Get an amazing work environment without paying any rent.,2018,Undisclosed,Education,2018.0,
238,Trell,Seed funding,1250000.0,Bangalore,Trell is a location based network which helps you in exploring amazing experiences and annotating places around you.,2018,Undisclosed,IT & Technology,2018.0,
239,Kidovators (by GyanLab),Seed funding,180000.0,Bangalore,Building future human capital through 21st Century Skills programs for K-12,2018,Undisclosed,Education,2018.0,
240,Log 9 Materials,Seed funding,438532.0,Uttar Pradesh,Log 9 Materials is a nano-materials manufacturing and RnD startup,2018,Undisclosed,IT & Technology,2018.0,
241,VTION,Seed funding,280660.0,Gurugram,VTION is a media technology innovation firm aiming to solve key problems in the media based ecosystem.,2018,Undisclosed,Media/Entertainment,2018.0,
242,HousingMan.com,Seed funding,1505627.0,Bangalore,"New Apartments, Flats for Sale in Bangalore",2018,Undisclosed,Real Estate,2018.0,
243,Steradian Semiconductors,Seed funding,567354.0,Bangalore,It is a fabless semiconductor company focused on CMOS millimeter wave products for Radar.,2018,Undisclosed,IT & Technology,2018.0,
244,RupeeCircle,Seed funding,584709.0,Mumbai,RupeeCircle is a new age finance company.,2018,Undisclosed,Finance,2018.0,
245,Wooden Street,Series A,1000000.0,Jaipur,Woodenstreet.com ensures to fulfill customer’s unique furniture requirements by crafting one-of-a-kind furniture pieces.,2018,Undisclosed,Real Estate,2018.0,
246,The Ken,Series A,1500000.0,Bangalore,The Ken is India’s first subscriptions-only business news site,2018,Undisclosed,Media/Entertainment,2018.0,
247,SaffronStays,Seed funding,2000000.0,Mumbai,SaffronStays connects travellers to India's Incredible hosts.,2018,Undisclosed,IT & Technology,2018.0,
248,Vebbler,Seed funding,567354.0,Bangalore,A personal network for close people,2018,Undisclosed,Media/Entertainment,2018.0,
249,Foyr,Series A,4200000.0,Pune,"Foyr.com is India's first online, automated interior designer",2018,Undisclosed,Real Estate,2018.0,
250,MEngage,Seed funding,175000.0,Jaipur,MEngage is a mass consumer engagement application for doctors on both android and IOS platforms.,2018,Undisclosed,Automotive,2018.0,
251,Inner Being Wellness,Seed funding,511621.0,Hyderabad,"Inner Being Wellness manufactures beauty, wellness, and nutrition products.",2018,Undisclosed,Wellness/Beauty,2018.0,
252,Kobster,Seed funding,567354.0,Chennai,Kobster is a pioneer of B2B eProcurement and an eMarketplace providing Corporates an end-to-end solution for their procure-to-pay cycle.,2018,Undisclosed,E-Commerce,2018.0,
253,Wishberry,Series A,1461774.0,Mumbai,Wishberry is a rewards-based crowdfunding platform that enables users to raise funds for their creative and innovative ideas.,2018,Undisclosed,Finance,2018.0,
254,McXtra,Seed funding,1300000.0,Andheri,McXtra is a digital insurance broking startup.,2018,Undisclosed,Finance,2018.0,
255,Magic Crate,Seed funding,567354.0,Bangalore,"Magic Crate is a theme based stimulating, fun and learning activity box for 4-8 year olds that is mailed to your doorstep every month.",2018,Undisclosed,Education,2018.0,
256,SmartVizX,Seed funding,1450000.0,Noida,It is a Virtual Reality Solutions StartUp,2018,Undisclosed,IT & Technology,2018.0,
257,MySEODoc,Seed funding,567354.0,Delhi,"SEO, PPC, Search Engine Marketing, Social Media Optimization, Content Marketing, Brand Reputation Management",2018,Undisclosed,Marketing,2018.0,
258,ENLYFT DIGITAL SOLUTIONS PRIVATE LIMITED,Seed funding,2923.0,Pune,Digital Marketing Agency,2018,Undisclosed,Marketing,2018.0,
259,Scale Labs,Seed funding,1000000.0,Delhi,Scale Labs is a cross border e-commerce solutions provider that drives global trade for brands.,2018,Undisclosed,E-Commerce,2018.0,
260,HungerBox,Series A,4500000.0,Bangalore,HungerBox is a full stack B2B F&B technology company delivering food solutions for the corporates in India.,2018,Undisclosed,Consumables,2018.0,
261,Biryani By Kilo,Seed funding,1000000.0,Noida,BBK delivers both authentic taste of Hyderabadi and Lucknowi Biryani prepared in individual earthen Handis with the freshest ingredients.,2018,Undisclosed,Consumables,2018.0,
262,Wholesome Habits (EAT Anytime),Seed funding,500000.0,Mumbai,Wholesome Habits (EAT Anytime) is a healthy snacks Company.,2018,Undisclosed,Consumables,2018.0,
263,GoBumpr,Seed funding,600000.0,Mylapore,Car Service and Bike Service Mobile App,2018,Undisclosed,Automotive,2018.0,
264,Fixpocket,Seed funding,250000.0,Ahmedabad,Fixpocket is a internet-based startup.,2018,Undisclosed,Media/Entertainment,2018.0,
265,edureka!,Series A,2000000.0,Bangalore,"Edureka is the fastest growing online learning platform that offers live, instructor-led courses for professionals from various industries.",2018,Undisclosed,Wellness/Beauty,2018.0,
266,Hashtag Loyalty Private Limited,Seed funding,567354.0,Mumbai,Hashtag Loyalty is a customer engagement and marketing automation tool for local businesses.,2018,Undisclosed,Consumer Services,2018.0,
267,Wow Express,Series A,4500000.0,Mumbai,"WOW, as customers react to his studiously taught, trained, polite and courteous nature.",2018,Undisclosed,IT & Technology,2018.0,
268,ZunRoof,Seed funding,242654.0,Gurugram,ZunRoof is a rooftop focused solar startup.,2018,Undisclosed,Consumer Services,2018.0,
269,Eggoz,Seed funding,175412.0,Indore,Eggoz is a full-stack layer poultry business operator & service provider .,2018,Undisclosed,Consumables,2018.0,
270,Sqrrl Fintech,Seed funding,1000000.0,Gurugram,Personal Finance,2018,Undisclosed,FinTech,2018.0,
271,GalaxyCard,Seed funding,567354.0,Noida,GalaxyCard is a mobile based Instant credit card.,2018,Undisclosed,FinTech,2018.0,
272,IndiQube,Series A,15000000.0,Bangalore,IndiQube is a provider of co-working spaces based in Bengaluru.,2018,Undisclosed,Real Estate,2018.0,
273,EGK Foods,Seed funding,292354.0,Mumbai,A food processing enterprise registered with StartUp India .,2018,Undisclosed,Consumables,2018.0,
274,NirogStreet,Seed funding,300000.0,Gurugram,NirogStreet is an Ayurvedic doctor discovery and appointment booking platform where patients can easily find doctors and fix consultation.,2018,Undisclosed,Automotive,2018.0,
